name,cpf,birthDate,motherName,cnpj,genre,createdAt
Yasmin Monteiro,829.643.175-00,1974-06-21T03:55:39.425797,Beatriz Moreira,,Feminino,2025-10-23T09:23:37.422514
Benício das Neves,875.026.491-58,1992-03-17T09:22:51.455360,Hellena Pimenta,,Desconhecido,2024-08-05T01:31:04.258444
Juliana Siqueira,418.765.329-55,1971-05-09T15:10:16.955387,Amanda Azevedo,,Feminino,2025-05-19T02:36:49.925956
Davi Miguel Campos,079.536.842-92,1976-12-26T21:12:41.154787,Mariah da Conceição,,Masculino,2025-03-03T17:31:14.291336
Benicio Vieira,569.710.382-40,1948-02-19T16:16:51.096479,Kamilly Melo,,Masculino,2024-09-25T22:03:41.154724
Lara Fonseca,624.083.957-47,1996-05-21T23:32:44.958043,Amanda Pires,,Feminino,2024-08-28T23:22:13.398945
Danilo Ferreira,075.439.618-57,1984-10-04T18:40:57.328354,Ana Julia da Rosa,,Desconhecido,2024-08-14T16:16:02.003858
Eduarda Novais,058.264.139-05,1979-06-18T03:48:41.736981,Marcela Casa Grande,,Desconhecido,2024-12-23T23:17:35.323048
Pietra Gonçalves,036.127.895-03,1948-10-30T19:28:09.638821,Bruna Barros,,Feminino,2024-11-28T23:28:17.861302
Cecilia Ramos,834.025.671-80,1952-11-11T17:33:46.665384,Maria Vitória Barros,,Feminino,2024-07-17T02:40:48.816876
Benjamim Casa Grande,721.465.908-58,2000-06-05T04:05:04.451375,Sophie Ferreira,,Desconhecido,2025-03-29T17:12:41.948104
Bryan Rios,079.485.613-66,1963-01-12T12:21:20.532763,Sophie Correia,,Desconhecido,2025-07-17T05:45:10.976174
Levi Gomes,693.014.875-00,1989-11-11T11:24:06.499162,Nicole da Mata,,Masculino,2024-02-13T13:40:40.275135
Danilo Caldeira,871.635.240-80,1983-03-26T18:19:48.631662,Alana Campos,,Desconhecido,2025-01-02T15:42:54.430682
João Rodrigues,193.024.578-50,2002-09-28T02:42:52.420146,Beatriz Montenegro,,Masculino,2025-06-08T06:37:50.545032
Matteo Duarte,897.653.041-10,2007-02-20T13:28:34.161772,Bárbara Rodrigues,,Desconhecido,2025-09-24T06:16:14.797022
Hellena Gomes,689.304.751-75,1977-08-02T13:04:35.588587,Liz Brito,,Feminino,2025-01-23T05:52:22.948523
Luna Santos,791.086.532-59,1965-09-03T07:53:03.407227,Ágatha Nascimento,,Desconhecido,2025-05-19T15:36:25.791712
Bianca Cavalcante,945.026.183-06,1980-07-10T05:14:49.688449,Maria Luísa Mendes,,Desconhecido,2024-02-21T20:46:40.051555
Lunna Câmara,285.371.496-91,1972-03-02T18:29:22.770235,Esther Freitas,,Feminino,2025-02-13T22:30:20.463949
Anna Liz Nogueira,340.581.297-60,2000-01-29T09:11:31.673321,Fernanda Guerra,,Feminino,2024-08-27T23:07:44.887524
José Miguel Novais,956.024.187-76,1949-07-31T15:55:12.494614,Sofia Dias,,Masculino,2025-04-11T03:51:56.327970
Maya da Rosa,604.913.572-06,1990-08-05T06:54:47.482866,Ayla Azevedo,,Feminino,2024-03-15T04:48:05.138973
Igor Mendes,843.071.562-26,1975-05-29T16:43:08.942609,Natália Brito,,Desconhecido,2024-02-04T12:07:18.889866
Otto Rocha,170.963.845-10,1972-07-04T16:11:20.670030,Ana Laura Vieira,,Masculino,2025-05-28T07:54:58.479025
Gabriel da Rosa,024.853.697-47,2000-07-04T08:04:47.801194,Heloisa Montenegro,,Masculino,2024-06-21T21:39:41.564858
José Miguel Silva,790.826.135-30,1970-07-16T15:37:09.549298,Zoe Novais,,Masculino,2024-03-08T13:01:30.487875
Ester Cavalcanti,587.143.260-35,1988-06-15T18:37:45.715668,Ana Luiza Vasconcelos,,Desconhecido,2024-02-02T12:35:56.393948
Maria Eduarda Fonseca,789.406.235-92,1981-01-27T05:41:25.218919,Letícia Pacheco,,Feminino,2024-11-22T05:07:19.993603
Mariana Cavalcanti,174.628.093-03,1979-10-28T18:16:38.440239,Ana Beatriz Porto,,Feminino,2024-07-01T07:35:45.443054
Isadora Farias,173.928.046-69,1979-04-15T19:07:41.340723,Maria Julia Câmara,,Feminino,2025-01-01T09:17:07.567817
Breno Peixoto,298.014.563-70,1961-06-15T18:51:57.963681,Bianca Pereira,,Desconhecido,2025-08-15T10:39:57.984349
Matteo Ribeiro,123.860.594-05,2000-09-29T21:54:48.617084,Isis Fernandes,,Desconhecido,2025-03-11T01:22:35.721823
Maria Liz Cirino,231.946.807-22,1976-12-04T03:42:06.146413,Lorena Fonseca,,Feminino,2023-10-27T00:41:42.425354
Luiza Guerra,834.152.790-14,1957-01-05T19:22:43.737451,Bianca Vargas,,Feminino,2025-03-13T00:45:09.138051
Lavínia Pimenta,923.180.647-50,1958-03-20T00:12:05.065727,Heloisa Pinto,,Desconhecido,2023-11-11T13:54:53.676483
Evelyn Moraes,509.724.361-70,1967-08-02T10:24:14.776814,Maria Clara Macedo,,Feminino,2024-09-10T04:14:45.896019
Antonella Albuquerque,587.320.169-21,1991-08-04T04:59:42.135196,Ayla Sales,,Feminino,2023-11-14T07:51:53.196842
Bruno Fonseca,562.348.710-62,1946-03-31T10:53:56.584815,Antonella Gonçalves,,Desconhecido,2025-02-12T08:38:36.250171
Ana Julia da Paz,523.670.819-21,1953-09-02T08:08:29.856591,Alícia Ribeiro,,Desconhecido,2025-02-28T15:14:04.850352
Anthony Gonçalves,976.405.321-16,1989-10-28T23:46:24.718569,Maitê Camargo,,Masculino,2025-04-01T04:55:27.265513
Ana Carolina da Rosa,968.025.731-21,1985-08-27T12:19:08.064061,Manuela Moraes,,Desconhecido,2025-09-05T09:47:12.331801
Cecília da Costa,387.169.254-91,2007-02-27T00:13:31.230466,Maria Luiza Sampaio,,Feminino,2024-02-16T08:16:30.416934
Jade Almeida,369.841.250-06,1985-05-31T07:54:00.030719,Anna Liz Jesus,,Desconhecido,2024-10-05T07:53:06.237011
Luiza Sampaio,845.629.103-05,1963-05-18T21:12:59.947544,Eduarda Campos,,Desconhecido,2024-03-14T06:40:43.148965
Luiz Felipe Fernandes,516.098.372-40,1959-04-06T16:58:40.539279,Maria Fernanda Lima,,Masculino,2024-10-04T06:55:40.501192
Benicio Porto,805.172.493-32,1964-01-26T21:07:11.375121,Aylla Machado,,Masculino,2024-12-10T11:00:26.021418
Maria Alice Cunha,216.783.490-03,1993-09-27T02:02:15.631487,Olivia Vieira,,Desconhecido,2024-04-10T23:24:24.755213
Mirella Sá,271.548.630-80,1963-03-14T23:42:46.977337,Lara Lopes,,Feminino,2024-05-11T10:38:15.649358
Benjamim Castro,045.928.716-85,1988-11-02T11:45:41.726289,Ayla Macedo,,Masculino,2025-02-13T05:43:50.140326
Ravi Correia,372.018.496-03,1965-01-15T07:30:45.382084,Luiza Correia,,Masculino,2024-05-24T09:53:13.520875
Davi Luiz Silva,834.570.291-05,1960-07-22T11:36:28.825781,Maria Fernanda Santos,,Masculino,2025-01-17T14:24:29.777188
Nathan Lopes,893.246.057-47,1977-03-28T05:02:09.975217,Ester Cunha,,Desconhecido,2025-06-11T06:55:59.546383
Allana Vieira,354.182.906-06,1964-08-21T19:59:39.675150,Maria Júlia Ferreira,,Feminino,2024-09-21T09:14:50.975899
Alícia Guerra,820.613.794-78,1964-10-06T18:27:48.848551,Sophia Borges,,Feminino,2024-02-17T07:51:48.406301
Alícia Jesus,274.836.195-46,1978-09-25T07:55:39.681524,Zoe Casa Grande,,Desconhecido,2023-12-03T02:43:06.321476
João Pedro Peixoto,275.301.648-80,1950-10-10T19:20:52.201263,Ana Vitória Silva,,Desconhecido,2024-03-13T16:45:57.697177
Nina Farias,541.730.269-43,1954-10-25T07:19:28.917891,Maysa Borges,,Feminino,2023-12-28T18:54:09.954740
Pedro Miguel Montenegro,980.563.472-83,1946-04-23T16:06:45.982712,Ester Almeida,,Masculino,2024-06-06T11:54:35.222161
Maria Liz Rodrigues,472.631.809-87,1997-04-15T08:22:32.296634,Yasmin Pimenta,,Desconhecido,2024-11-28T21:00:12.239660
Leonardo Guerra,962.015.387-12,1967-05-22T17:53:59.461551,Beatriz Gonçalves,,Masculino,2023-11-12T22:46:33.527064
Bella Moura,782.630.495-47,2007-09-22T22:52:37.932184,Giovanna Vieira,,Feminino,2025-03-25T06:24:35.492463
Brenda Nunes,809.265.137-02,1968-06-13T01:34:34.020029,Heloísa Cardoso,,Desconhecido,2024-04-01T18:48:45.675710
Maria Isis Barbosa,901.583.476-84,1999-01-26T22:45:01.557644,Ana Cecília da Luz,,Feminino,2024-04-22T02:55:30.027653
Ana Julia Araújo,896.710.543-66,1963-01-30T21:47:08.764330,Helena Santos,,Feminino,2025-04-14T06:29:14.348240
Sarah Camargo,601.874.923-87,1985-04-10T18:20:17.910197,Emanuelly Abreu,,Feminino,2025-05-17T02:47:15.357142
Marina Correia,307.594.186-75,1981-06-12T14:21:20.836574,Ana Beatriz Martins,,Feminino,2024-06-27T01:05:52.259570
Emanuel Rezende,023.578.169-02,1993-06-03T14:38:39.780968,Maria Luiza Mendes,,Masculino,2025-02-03T08:01:08.345914
Ana Beatriz Duarte,039.628.145-15,2002-10-21T05:21:31.996642,Maria Laura Aragão,,Desconhecido,2024-08-28T14:03:21.948323
Raul Fogaça,074.198.352-41,1991-07-12T16:07:20.983519,Cecília Ribeiro,,Masculino,2023-12-28T02:33:08.657297
Arthur Gabriel Freitas,810.235.469-06,1965-05-07T10:37:05.108637,Maria Clara Lima,,Desconhecido,2024-09-23T08:13:28.360930
Ana Caldeira,142.356.780-35,1950-10-30T12:42:02.581002,Melina Ribeiro,,Desconhecido,2024-11-19T18:10:51.192370
Luiz Fernando Azevedo,274.893.506-38,2004-04-14T22:30:47.057369,Ana Carolina Nunes,,Masculino,2025-01-06T07:13:09.315449
Beatriz Siqueira,768.542.910-11,1985-08-09T12:23:44.536063,Bárbara Viana,,Feminino,2024-03-08T04:21:26.898690
Camila Nunes,217.843.965-91,2004-09-13T04:22:43.132068,Isabel Cavalcanti,,Desconhecido,2025-03-02T17:15:41.290139
Eloá Peixoto,129.706.345-70,1984-04-16T20:37:10.501673,Liz da Cruz,,Feminino,2024-06-15T13:00:01.743926
Thiago da Mota,765.093.814-00,1956-02-24T17:31:57.329311,Maria Clara Gomes,,Masculino,2025-07-25T17:44:09.356960
Bruno Almeida,870.469.352-38,1960-09-24T06:41:04.027203,Isabella Marques,,Desconhecido,2024-01-10T15:33:40.141038
Mariane Rios,587.416.923-73,2005-08-18T20:24:54.339907,Maria Alice da Conceição,,Desconhecido,2023-12-17T14:40:36.455972
Levi Mendes,047.531.869-20,1977-05-05T06:05:24.808571,Evelyn Brito,,Masculino,2024-03-25T04:49:24.838489
Otávio Câmara,360.219.875-86,1992-11-21T12:56:44.333190,Maya Barros,,Desconhecido,2025-09-11T17:47:53.231410
Esther Alves,741.290.536-80,1950-01-02T18:22:34.038963,Maya Carvalho,,Feminino,2024-09-23T00:28:40.156891
Benjamim Novaes,462.879.513-46,1948-08-12T15:00:31.728281,Nina Barbosa,,Masculino,2024-03-02T13:40:26.095372
Vitor Hugo Guerra,209.641.578-02,1946-05-20T08:37:26.505432,Luana Mendes,,Desconhecido,2024-04-07T12:26:35.446661
Guilherme Vargas,657.813.294-55,1956-04-30T00:26:24.287674,Sara Rodrigues,,Masculino,2024-02-02T18:53:20.974612
Marcela Mendes,715.984.203-05,1987-08-16T03:19:49.265152,Agatha Jesus,,Desconhecido,2024-08-31T20:50:43.418902
Enzo Gabriel Ramos,369.475.201-34,1950-04-11T07:58:38.517082,Heloísa Sampaio,,Masculino,2023-11-18T07:32:19.458386
Maria Vitória Sousa,453.721.068-08,1956-11-02T04:25:16.578877,Bárbara Sampaio,,Feminino,2025-07-28T14:24:08.988131
Stephany Vargas,639.218.570-40,1953-06-28T14:45:48.251819,Rafaela da Cruz,,Feminino,2024-01-30T21:19:00.832172
Luiz Gustavo Rocha,485.396.201-89,1998-02-02T04:01:03.027576,Eloá Teixeira,,Desconhecido,2024-09-17T04:51:43.437233
Pedro Lucas Nascimento,596.084.731-01,1986-10-02T18:04:13.779994,Amanda Monteiro,,Masculino,2025-09-02T20:01:47.364917
Gabriel da Cruz,872.931.560-30,1993-02-02T10:51:09.759324,Luísa Silva,,Masculino,2024-02-13T11:03:05.761663
Luiz Otávio Castro,439.286.715-37,1998-09-28T07:57:00.190499,Alana Ramos,,Masculino,2024-08-19T19:39:06.900032
Kevin Sousa,648.309.175-39,1971-02-02T23:23:28.851642,Zoe Novais,,Masculino,2024-02-06T03:35:06.540847
Daniel Leão,172.549.630-52,1979-04-16T09:13:14.010942,Luiza Garcia,,Masculino,2024-09-26T23:47:28.480690
Emanuella Mendonça,271.348.605-07,1972-01-04T20:13:03.354933,Stephany Montenegro,,Feminino,2025-03-18T22:56:54.175373
Emanuel da Mata,632.019.875-30,1987-11-08T21:53:30.131042,Maria Luiza Carvalho,,Desconhecido,2025-04-24T12:17:43.983176
Henry Gabriel Camargo,268.741.305-44,1970-12-18T11:58:25.547940,Ana Sophia da Rocha,,Masculino,2024-01-22T09:56:27.022593
Renan Aparecida,237.165.940-16,1993-02-06T13:49:27.662414,Laís Pacheco,,Masculino,2025-01-06T14:55:32.281823
Rael Dias,143.082.957-50,2002-04-05T23:49:04.248005,Beatriz Fogaça,,Masculino,2024-10-21T17:59:00.844327
Matheus Gonçalves,896.572.143-19,1955-11-19T13:26:41.041513,Milena Farias,,Desconhecido,2024-10-08T09:33:51.839361
Benjamin da Cruz,964.175.023-25,1992-11-30T06:52:58.288085,Ana Costa,,Masculino,2024-11-10T15:11:13.449964
Enzo Freitas,873.629.140-40,1981-07-25T23:10:09.399199,Heloisa da Mata,,Desconhecido,2025-09-19T21:07:08.959010
Asafe da Rocha,243.608.759-83,1980-05-29T11:57:18.033076,Bella Rodrigues,,Masculino,2024-03-14T07:23:40.512496
Amanda da Cunha,627.093.154-16,1985-07-19T08:22:53.534688,Isadora Gomes,,Desconhecido,2025-01-09T13:15:39.894839
Sophie Albuquerque,548.790.216-01,1947-11-26T07:53:53.672747,Clara da Paz,,Feminino,2024-10-26T00:38:59.992422
Nathan Silveira,408.573.216-17,1990-09-18T10:40:20.205537,Nina das Neves,,Masculino,2025-03-16T02:25:07.511287
Leonardo Alves,518.296.037-95,1969-04-27T15:49:52.264242,Brenda Nunes,,Masculino,2025-02-10T22:39:20.402068
Benjamin Vargas,736.504.981-20,1986-07-25T16:48:22.846132,Eloá Sousa,,Masculino,2025-08-02T12:42:53.128578
Pedro Lucas Correia,860.531.274-26,1992-02-15T13:13:37.761063,Isabel Fogaça,,Masculino,2025-05-19T16:25:24.354424
Ravi Santos,347.816.209-22,1964-06-14T17:13:36.725712,Aurora Farias,,Masculino,2025-05-28T11:10:53.545446
Enzo Gonçalves,873.126.495-64,1973-03-08T16:16:19.911816,Daniela Pinto,,Desconhecido,2024-05-13T10:31:41.931581
Luan Melo,730.961.528-02,1959-12-09T04:19:09.740866,Ana Carolina Sousa,,Masculino,2025-10-23T07:25:45.921357
Cauê Moreira,856.047.239-83,1981-07-02T22:49:49.480761,Aurora Cirino,,Masculino,2024-08-11T06:41:24.915577
Otto Andrade,683.795.420-29,1959-10-25T15:39:52.982669,Maria Alice Vasconcelos,,Desconhecido,2025-08-19T07:13:07.429539
Ana Júlia Dias,369.421.087-31,1973-02-10T22:31:29.296818,Melina Cavalcante,,Feminino,2024-08-01T14:35:13.742244
Thomas Vieira,062.985.341-05,1988-06-26T02:58:53.911232,Caroline Almeida,,Masculino,2024-09-01T08:02:45.753067
Maria Júlia Viana,871.249.506-94,1996-10-20T13:57:29.609326,Maria Isis Lima,,Desconhecido,2025-02-12T09:26:39.493998
Caio Gomes,082.316.549-33,1946-12-02T22:42:56.513310,Hadassa Vargas,,Masculino,2024-10-18T11:35:10.267266
Clara Aragão,609.483.175-66,1988-04-02T00:30:08.606794,Alexia da Conceição,,Desconhecido,2025-06-01T18:53:25.960563
Nina Costa,241.598.703-41,1969-05-12T19:58:23.844410,Maria Vitória Alves,,Feminino,2025-01-06T21:24:31.946568
Maria Flor Fernandes,645.018.732-80,1989-10-20T19:53:26.315561,Bruna Leão,,Feminino,2025-04-15T00:53:36.015568
Manuella Costela,215.467.083-08,1973-12-28T20:31:59.679029,Emilly Rezende,,Feminino,2024-01-20T00:40:29.659698
Sophie Novais,871.054.692-85,1990-10-14T11:18:24.597133,Ana Cecília Pacheco,,Feminino,2024-04-26T14:12:45.182631
Laís da Paz,719.265.438-82,1979-06-26T20:02:06.634946,Ana Cecília Fogaça,,Desconhecido,2025-06-24T00:23:37.274135
Danilo da Paz,235.107.964-70,2005-06-26T22:09:57.503265,Emanuelly Sampaio,,Masculino,2025-08-31T10:30:53.904046
Sara Melo,194.528.306-89,1947-12-24T00:27:43.291249,Aylla Viana,,Feminino,2025-01-04T19:24:39.273335
Rafael Borges,053.921.467-16,1960-02-13T18:48:33.636613,Daniela da Mata,,Masculino,2024-10-09T08:04:34.500068
Ísis Teixeira,547.081.963-93,1971-05-16T20:15:11.572554,Ana Carolina Monteiro,,Feminino,2024-03-17T00:22:32.221777
Benjamim Jesus,432.907.165-70,1956-06-02T03:40:15.980755,Esther Montenegro,,Desconhecido,2024-05-13T22:17:47.601510
Alana Pires,138.592.047-50,1962-12-06T02:13:58.194981,Stella Silva,,Feminino,2024-05-19T13:15:23.191618
Maysa Sampaio,156.492.708-30,1946-08-13T06:40:12.306942,Rafaela Cirino,,Feminino,2025-07-01T15:59:06.632321
Alice Fonseca,145.093.687-39,1979-12-02T12:49:50.360129,Gabriela Silva,,Feminino,2025-05-15T20:32:25.456491
Ana Lívia da Cruz,495.273.061-16,1955-04-25T20:57:42.745916,Yasmin Siqueira,,Feminino,2025-04-19T20:19:33.436480
Mariane Rocha,053.691.482-60,1946-12-15T00:26:28.050379,Daniela Fogaça,,Feminino,2023-12-11T00:22:39.306481
Luiz Henrique Lima,745.068.921-94,1991-03-12T19:32:17.323160,Sofia Silva,,Masculino,2025-04-24T06:19:25.726946
Luara Teixeira,089.173.246-22,1974-02-25T05:48:00.796519,Manuella Siqueira,,Feminino,2024-12-18T20:31:03.039011
Isis Peixoto,405.163.827-80,1955-07-10T10:09:36.361281,Maria Isis Martins,,Feminino,2025-02-22T15:45:44.951498
Liam Barbosa,286.739.501-12,1977-01-23T17:16:22.217460,Catarina da Conceição,,Masculino,2024-03-30T02:41:28.921931
Arthur Miguel Nogueira,198.426.570-94,1986-03-11T20:02:43.878193,Alexia Montenegro,,Masculino,2025-04-05T21:16:40.162265
Luna Dias,914.627.508-85,1982-06-12T10:41:08.111228,Ana Clara Brito,,Feminino,2024-02-08T18:48:37.084442
Maitê Vargas,683.179.045-39,2006-11-17T23:17:10.559113,Marcela Rezende,,Feminino,2025-03-19T11:40:37.772641
Antony Fonseca,705.163.248-53,1982-10-22T23:20:27.037589,Allana Cardoso,,Masculino,2024-08-25T22:22:12.752253
Luiz Henrique Aparecida,519.023.684-60,1972-02-07T20:22:18.710117,Juliana Sousa,,Desconhecido,2025-06-10T19:40:07.208622
Cecília Duarte,042.138.659-24,1959-02-19T05:43:34.480585,Kamilly Barros,,Desconhecido,2025-09-02T19:58:38.786273
Clarice Novaes,820.416.937-03,2007-05-04T03:14:18.110395,Aurora Moraes,,Feminino,2025-01-25T12:33:33.336827
Fernando Andrade,816.249.375-19,1960-07-30T11:31:16.428380,Nina Pires,,Masculino,2025-01-25T08:49:20.219128
Henry Rios,432.675.109-61,1954-04-22T23:08:13.664780,Ana Lívia Guerra,,Desconhecido,2025-10-08T08:19:57.876007
Yan Leão,542.386.901-33,1982-09-15T17:02:29.917193,Mariane Alves,,Masculino,2024-03-21T09:58:09.227547
Vinícius Nogueira,025.497.163-61,1961-08-27T23:15:06.156606,Ágatha Moreira,,Masculino,2024-09-27T11:15:58.939409
Fernanda Leão,836.497.102-69,1983-02-22T11:44:32.421053,Ester da Cunha,,Feminino,2025-01-03T13:51:16.631042
Nathan Cavalcanti,194.075.836-00,2001-11-29T01:19:10.890776,Isabella Fogaça,,Desconhecido,2024-12-08T02:00:51.836963
Cecília Leão,752.314.098-04,1979-09-05T04:58:59.600350,Ísis Macedo,,Feminino,2025-05-09T06:47:48.431945
Rael Barbosa,082.394.517-05,1980-02-12T15:07:24.888053,Esther Lopes,,Masculino,2025-06-19T06:46:57.309837
Asafe Barbosa,942.051.876-02,1976-10-23T09:37:19.158968,Milena Machado,,Masculino,2024-07-07T20:40:33.769671
Ravi Castro,824.317.096-04,1996-10-11T17:41:18.521629,Maria Eduarda das Neves,,Masculino,2025-03-27T09:48:55.288278
Rafaela da Paz,309.461.852-98,2004-01-25T02:23:31.113680,Emanuella Santos,,Feminino,2024-03-11T21:11:46.598733
Pedro da Rosa,691.724.803-78,1962-09-14T09:14:24.969655,Nina Moreira,,Masculino,2025-05-04T20:48:38.141391
Liam da Paz,179.285.403-04,1986-11-24T01:33:31.288492,Maria Isis Castro,,Desconhecido,2024-03-23T08:24:39.590587
Luana Silveira,461.379.508-75,1991-07-24T17:12:20.740721,Maya Lopes,,Feminino,2024-09-06T01:14:05.174078
Matheus Guerra,805.439.127-79,1958-01-21T14:20:23.872309,Nina Siqueira,,Masculino,2023-11-22T08:19:13.633034
Lorena Rios,562.713.084-90,2001-08-01T08:50:23.316054,Sabrina Macedo,,Feminino,2025-05-22T05:08:35.690598
Davi Miguel Novaes,236.514.890-51,1981-07-30T04:08:28.078629,Isabella da Luz,,Masculino,2024-02-28T01:30:01.949182
Pedro Lucas Almeida,504.926.183-05,1987-01-23T09:58:12.400471,Agatha Nogueira,,Masculino,2024-06-23T18:29:18.400831
Maria Júlia Caldeira,486.532.709-65,1947-03-11T07:30:37.159523,Maysa Porto,,Feminino,2024-09-02T15:20:40.699161
Maria Luiza Jesus,916.045.837-20,1982-06-19T16:06:39.484027,Emilly Borges,,Feminino,2023-11-11T07:15:03.562794
Enzo Gabriel Cavalcante,742.951.083-32,1998-02-21T06:30:07.749000,Maria Flor Novais,,Masculino,2024-04-25T13:14:17.600644
Enrico Machado,213.974.065-34,1969-12-28T01:23:01.238214,Ana Vitória Silveira,,Masculino,2025-08-09T02:37:36.211215
Aurora da Cunha,435.208.716-53,1964-04-23T20:00:09.128821,Maria Alice Ferreira,,Feminino,2025-09-17T11:09:00.981049
Ana Lívia Campos,587.932.604-74,2006-06-08T16:29:15.732218,Ana Luiza Lopes,,Desconhecido,2025-03-08T20:03:49.135620
Ian Silva,084.935.261-42,1954-11-16T05:45:14.135223,Ana Sophia Gonçalves,,Desconhecido,2024-09-01T22:58:41.181627
Daniela Barbosa,597.401.386-75,1957-05-30T15:00:41.716705,Brenda da Rocha,,Desconhecido,2025-04-11T04:28:19.252265
Barbosa S.A.,,,,72.685.104/0001-98,,2024-07-22T21:12:09.290788
Joaquim Aragão,358.401.672-07,1985-11-22T10:51:46.676986,Catarina Andrade,,Masculino,2025-05-23T23:03:37.484089
Ana Júlia das Neves,521.368.974-46,1948-06-22T23:52:19.361148,Maria Laura Guerra,,Feminino,2024-05-21T03:54:58.081545
Isabel Camargo,817.294.350-41,1966-07-01T19:26:50.534544,Nina Machado,,Feminino,2024-10-31T05:44:49.891646
Ana Liz Gomes,649.708.531-93,1983-09-26T23:11:55.145790,Manuella Carvalho,,Feminino,2025-03-11T22:45:19.782796
Dante Melo,713.492.065-80,1957-06-04T03:49:55.406651,Vitória Macedo,,Masculino,2025-06-08T22:11:35.239841
Mendes Barros S.A.,,,,90.487.612/0001-43,,2023-12-05T04:50:44.366158
Breno Pimenta,134.270.896-22,1985-09-21T13:29:56.777233,Allana Souza,,Masculino,2025-03-15T18:28:40.643574
Heitor Abreu,659.287.143-19,1976-09-05T13:12:28.645753,Olívia Barbosa,,Desconhecido,2025-09-06T12:51:17.759895
Mateus Leão,041.596.387-75,1980-03-04T12:48:41.944724,Gabrielly Cavalcante,,Masculino,2024-04-23T11:54:44.099423
Ian Porto,972.403.158-60,1955-04-27T17:00:08.206261,Letícia Santos,,Masculino,2024-02-18T09:05:55.185277
Lorena Vieira,029.483.167-31,1970-03-07T02:50:02.877327,Elisa Santos,,Feminino,2025-03-30T00:05:36.035043
Ana Júlia Oliveira,106.849.235-05,1990-06-22T07:02:01.426009,Esther Andrade,,Feminino,2024-04-07T03:12:00.101398
Otávio das Neves,437.290.168-22,1946-10-13T20:40:34.817498,Allana Cunha,,Masculino,2023-12-26T15:17:55.223450
Kamilly Cirino,937.851.046-93,1958-01-06T23:25:14.877109,Laís Martins,,Desconhecido,2025-08-09T14:48:01.248018
Helena Barbosa,425.083.679-74,1976-08-02T11:56:03.978232,Lara Cirino,,Feminino,2025-10-21T20:48:37.424983
Sophia Jesus,025.876.941-67,1979-09-06T13:31:14.119511,Sofia Fernandes,,Feminino,2024-12-06T15:02:49.746825
Luiz Miguel Nascimento,524.689.071-67,1962-09-02T07:34:48.245762,Carolina Costa,,Desconhecido,2024-11-10T15:43:18.303902
Alice da Cruz,593.826.740-47,1977-09-16T18:04:22.377342,Bruna Rocha,,Feminino,2024-03-19T16:08:19.645695
Dom da Luz,764.351.298-19,1946-10-26T22:29:35.330632,Luana Mendonça,,Masculino,2024-08-18T03:05:47.171482
Valentina Alves,709.612.483-78,2001-07-23T04:26:32.344922,Carolina Aparecida,,Feminino,2024-05-27T22:25:15.926456
Davi Lucca Mendonça,094.731.528-41,1992-07-29T00:36:10.602766,Ayla Gomes,,Desconhecido,2024-09-29T13:36:52.046881
Maya Siqueira,462.387.591-19,2000-06-01T06:45:14.543990,Juliana Moraes,,Feminino,2023-11-07T15:59:56.543990
Elisa Garcia,084.231.695-70,1961-07-21T19:56:10.256153,Ágatha Albuquerque,,Feminino,2025-09-03T16:15:55.146785
Lorena Santos,093.457.216-06,2003-04-04T04:57:07.932278,Caroline Costa,,Feminino,2024-05-20T08:23:35.667890
Nicole da Luz,274.183.650-71,2005-04-15T09:02:50.032661,Isadora das Neves,,Feminino,2024-06-11T07:43:33.423007
Ísis Novais,057.149.832-97,1957-05-16T19:59:40.381871,Mariane Brito,,Desconhecido,2024-10-14T00:20:12.556442
Heitor Casa Grande,910.862.345-70,1987-03-06T14:40:04.283278,Alana Almeida,,Desconhecido,2023-11-02T14:53:28.411592
Agatha Viana,439.812.670-87,1977-06-26T16:34:57.880472,Ana Carolina Câmara,,Desconhecido,2025-06-05T00:05:21.008607
Henry Pinto,134.760.592-43,1981-05-03T02:22:41.963982,Isis Guerra,,Masculino,2025-10-03T01:33:46.466243
Davi Luiz Martins,257.908.634-00,2002-09-13T02:54:39.911320,Isabelly Silva,,Masculino,2025-06-21T10:25:25.977582
Liam Duarte,203.796.854-00,1972-07-11T15:21:37.015429,Maysa Pacheco,,Desconhecido,2024-01-13T06:32:58.005352
Isabela Vargas,928.157.436-55,1994-11-05T23:38:43.183967,Mariah da Cruz,,Desconhecido,2025-02-15T18:44:27.838577
Ana Julia Barbosa,501.386.279-59,1992-07-13T14:44:27.079183,Ester Novais,,Feminino,2025-10-07T12:44:38.182753
Lívia Pastor,769.120.583-02,1993-08-14T15:29:40.841930,Bruna Nascimento,,Desconhecido,2025-05-31T08:07:10.496133
Isis Duarte,670.481.935-57,1987-12-01T09:14:10.793964,Manuela Alves,,Desconhecido,2024-04-20T07:11:32.171450
Caio Melo,498.750.632-74,2000-09-15T05:06:57.287351,Marina da Luz,,Desconhecido,2025-08-07T07:36:39.307405
Valentim Moreira,329.106.458-51,1981-06-08T07:12:51.220949,Maria Luísa Novaes,,Masculino,2025-09-10T17:59:08.443379
Benicio Aparecida,861.724.935-82,1977-05-03T11:53:37.897810,Ágatha Cardoso,,Masculino,2025-08-22T05:12:42.052712
Laís Leão,365.804.792-56,1970-04-13T10:19:55.683960,Emilly Araújo,,Feminino,2025-03-01T12:26:59.408193
